order_id,customer_id,order_date,order_status
O001396,C00562,2024-08-26,Delivered
O001397,C01389,2024-12-28,Delivered
O001398,C01389,2024-01-23,Shipped
O001399,C00518,2023-12-20,Cancelled
O001400,C00930,2023-10-18,Delivered
O001401,C00107,2023-04-14,Returned
O001402,C00886,2024-02-11,Returned
O001403,C00562,2023-07-14,Delivered
O001404,C01062,2024-11-22,Delivered
O001405,C00741,2024-02-16,Shipped
O001406,C00090,2024-02-25,Cancelled
O001407,C00097,2023-09-08,Delivered
O001408,C00011,2023-02-14,Delivered
O001409,C00168,2023-01-07,Shipped
O001410,C00463,2023-11-26,Cancelled
O001411,C00153,2023-03-14,Delivered
O001412,C00337,2024-02-07,Delivered
O001413,C00129,2024-11-10,Cancelled
O001414,C00199,2024-11-21,Delivered
O001415,C00885,2024-04-16,Returned
O001416,C01214,2023-06-01,Returned
O001417,C00685,2024-10-21,Returned
O001418,C00507,2024-11-09,Delivered
O001419,C00489,2023-06-16,Delivered
O001420,C00684,2024-06-27,Shipped
O001421,C00150,2023-07-26,Returned
O001422,C01269,2024-08-20,Delivered
O001423,C00196,2024-12-25,Cancelled
O001424,C00256,2023-01-15,Delivered
O001425,C00069,2024-11-02,Delivered
O001426,C01421,2024-03-11,Delivered
O001427,C00262,2024-12-26,Delivered
O001428,C00906,2023-11-26,Delivered
O001429,C01251,2024-10-10,Cancelled
O001430,C01388,2023-02-14,Delivered
O001431,C00107,2023-09-18,Delivered
O001432,C00782,2023-02-28,Delivered
O001433,C01265,2024-12-04,Returned
O001434,C00478,2024-09-14,Returned
O001435,C01352,2024-10-20,Shipped
O001436,C00929,2024-11-01,Delivered
O001437,C01271,2023-03-15,Shipped
O001438,C00696,2023-10-04,Cancelled
O001439,C00026,2023-02-22,Shipped
O001440,C00397,2023-06-23,Shipped
O001441,C00525,2023-06-05,Delivered
O001442,C01485,2023-11-14,Shipped
O001443,C00498,2023-07-15,Delivered
O001444,C00124,2023-03-26,Delivered
O001445,C01198,2023-05-10,Delivered
O001446,C00733,2023-04-17,Delivered
O001447,C01109,2024-12-19,Returned
O001448,C00302,2024-06-05,Delivered
O001449,C01236,2024-12-10,Delivered
O001450,C01061,2023-11-10,Shipped
O001451,C00297,2023-07-22,Delivered
O001452,C01039,2024-08-08,Returned
O001453,C00865,2023-08-27,Delivered
O001454,C00388,2023-08-07,Cancelled
O001455,C01160,2023-06-16,Delivered
O001456,C00333,2023-04-20,Delivered
O001457,C00450,2023-07-15,Delivered
O001458,C00457,2023-09-21,Cancelled
O001459,C00956,2024-04-08,Shipped
O001460,C00985,2023-02-07,Cancelled
O001461,C01516,2023-06-25,Delivered
O001462,C00820,2024-08-07,Delivered
O001463,C00014,2023-04-27,Delivered
O001464,C00733,2023-09-01,Delivered
O001465,C00236,2024-10-18,Delivered
O001466,C00399,2023-05-10,Cancelled
O001467,C01568,2023-03-19,Delivered
O001468,C00061,2023-12-02,Delivered
O001469,C00582,2023-08-07,Delivered
O001470,C00537,2024-01-08,Cancelled
O001471,C00696,2024-08-06,Returned
O001472,C00366,2023-04-18,Delivered
O001473,C00361,2024-02-01,Returned
O001474,C00043,2023-12-09,Returned
O001475,C00228,2023-04-22,Delivered
O001476,C00625,2024-03-07,Delivered
O001477,C00758,2023-07-08,Returned
O001478,C00351,2023-12-12,Shipped
O001479,C01277,2023-03-26,Delivered
O001480,C00134,2023-11-23,Delivered
O001481,C00389,2023-08-05,Delivered
O001482,C00775,2024-09-18,Cancelled
O001483,C00652,2023-02-12,Shipped
O001484,C01303,2023-11-14,Delivered
O001485,C01563,2023-11-02,Shipped
O001486,C00388,2024-06-19,Returned
O001487,C00603,2024-02-18,Returned
O001488,C00507,2024-04-05,Delivered
O001489,C00574,2024-07-21,Returned
O001490,C01041,2024-10-05,Shipped
O001491,C00429,2023-08-16,Cancelled
O001492,C01260,2024-01-03,Delivered
O001493,C01042,2024-10-06,Delivered
O001494,C01322,2024-12-25,Returned
O001495,C00767,2024-11-17,Delivered
O001496,C00951,2023-10-17,Delivered
O001497,C00766,2023-06-11,Shipped
O001498,C00990,2023-12-23,Cancelled
O001499,C00971,2024-06-16,Delivered
O001500,C01307,2023-12-19,Returned
O001501,C00075,2023-12-19,Delivered
O001502,C00416,2024-10-08,Delivered
O001503,C00481,2023-09-28,Delivered
O001504,C00627,2024-10-07,Delivered
O001505,C01171,2023-10-13,Delivered
O001506,C00767,2023-08-27,Delivered
O001507,C00174,2023-11-18,Delivered
O001508,C00173,2024-06-25,Delivered
O001509,C00472,2023-04-15,Shipped
O001510,C00953,2023-06-02,Shipped
O001511,C00689,2024-12-20,Delivered
O001512,C00886,2023-05-15,Delivered
O001513,C01019,2024-01-12,Delivered
O001514,C00784,2024-02-09,Delivered
O001515,C00905,2023-12-06,Delivered
O001516,C01322,2024-03-09,Delivered
O001517,C00169,2023-06-12,Delivered
O001518,C01051,2024-01-27,Shipped
O001519,C00161,2023-10-21,Returned
O001520,C00467,2024-04-09,Delivered
O001521,C00079,2023-04-04,Shipped
O001522,C00684,2024-02-07,Delivered
O001523,C00513,2023-05-22,Delivered
O001524,C01574,2023-07-24,Cancelled
O001525,C00391,2023-06-28,Cancelled
O001526,C01516,2023-05-20,Shipped
O001527,C00018,2024-09-09,Returned
O001528,C00578,2023-07-10,Returned
O001529,C00828,2024-11-12,Delivered
O001530,C01188,2024-12-27,Returned
O001531,C00025,2024-02-21,Delivered
O001532,C01050,2023-04-21,Returned
O001533,C00815,2023-10-05,Delivered
O001534,C01482,2024-08-08,Cancelled
O001535,C00972,2023-09-07,Delivered
O001536,C01552,2023-03-17,Delivered
O001537,C00945,2024-01-24,Delivered
O001538,C00176,2024-10-26,Delivered
O001539,C00385,2024-08-28,Delivered
O001540,C00856,2023-05-25,Delivered
O001541,C00922,2024-04-15,Returned
O001542,C01183,2023-06-18,Returned
O001543,C01512,2023-06-05,Delivered
O001544,C01350,2024-10-16,Returned
O001545,C00696,2023-07-12,Delivered
O001546,C00872,2023-07-14,Cancelled
O001547,C00827,2023-01-25,Returned
O001548,C01415,2024-10-25,Shipped
O001549,C00668,2024-07-10,Shipped
O001550,C01163,2024-03-01,Returned
O001551,C00315,2024-06-02,Delivered
O001552,C01290,2023-04-19,Returned
O001553,C00801,2023-11-20,Delivered
O001554,C00801,2023-09-07,Delivered
O001555,C00792,2023-03-18,Delivered
O001556,C00223,2023-12-16,Delivered
O001557,C00925,2024-11-19,Cancelled
O001558,C00191,2023-02-10,Delivered
O001559,C01383,2023-07-04,Shipped
O001560,C01001,2023-06-06,Delivered
O001561,C00408,2023-06-06,Delivered
O001562,C00582,2024-11-13,Delivered
O001563,C00597,2023-11-08,Cancelled
O001564,C00932,2023-11-17,Delivered
O001565,C01062,2024-06-12,Delivered
O001566,C00842,2023-05-06,Delivered
O001567,C00227,2023-12-06,Delivered
O001568,C00857,2023-11-18,Delivered
O001569,C00141,2024-02-24,Delivered
O001570,C00423,2024-12-28,Delivered
O001571,C00422,2024-06-28,Delivered
O001572,C01454,2023-10-14,Cancelled
O001573,C00326,2024-09-16,Shipped
O001574,C00636,2023-05-19,Shipped
O001575,C01030,2023-01-07,Cancelled
O001576,C00940,2023-06-22,Delivered
O001577,C00913,2023-09-07,Delivered
O001578,C00818,2023-12-27,Shipped
O001579,C00506,2024-03-26,Shipped
O001580,C01166,2024-11-11,Delivered
O001581,C00948,2023-12-15,Shipped
O001582,C00187,2023-12-02,Delivered
O001583,C00801,2023-02-21,Shipped
O001584,C00359,2023-01-27,Delivered
O001585,C01266,2024-01-08,Cancelled
O001586,C00938,2023-11-14,Delivered
O001587,C00376,2024-10-22,Cancelled
O001588,C00196,2023-05-19,Delivered
O001589,C00090,2023-01-23,Delivered
O001590,C00324,2023-11-28,Delivered
O001591,C01102,2023-06-21,Delivered
O001592,C01480,2023-02-22,Delivered
O001593,C00843,2024-06-16,Returned
O001594,C01597,2023-03-18,Delivered
O001595,C00924,2024-02-14,Delivered
O001596,C00425,2023-07-09,Shipped
O001597,C00947,2023-05-02,Delivered
O001598,C01309,2023-10-03,Cancelled
O001599,C01536,2024-08-22,Delivered
O001600,C00704,2023-10-13,Cancelled
O001601,C00399,2024-06-13,Delivered
O001602,C00235,2023-04-02,Cancelled
O001603,C00670,2024-06-05,Cancelled
O001604,C00993,2023-06-24,Delivered
O001605,C01346,2024-04-03,Delivered
O001606,C00897,2024-01-23,Delivered
O001607,C00572,2024-11-16,Returned
O001608,C00350,2023-10-06,Returned
O001609,C01244,2023-02-01,Delivered
O001610,C00255,2023-01-06,Shipped
O001611,C00801,2024-09-24,Delivered
O001612,C01376,2023-12-03,Returned
O001613,C01388,2024-07-01,Delivered
O001614,C00734,2023-06-05,Delivered
O001615,C00071,2023-09-07,Cancelled
O001616,C00443,2023-01-18,Delivered
O001617,C00098,2024-12-23,Returned
O001618,C01357,2024-04-21,Cancelled
O001619,C00211,2024-11-22,Delivered
O001620,C00910,2023-07-23,Delivered
O001621,C00010,2024-03-20,Delivered
O001622,C00773,2024-04-25,Returned
O001623,C00512,2023-08-07,Delivered
O001624,C00410,2024-10-08,Delivered
O001625,C00864,2024-12-01,Delivered
O001626,C00691,2024-11-01,Returned
O001627,C01393,2024-06-07,Cancelled
O001628,C01361,2023-07-03,Delivered
O001629,C01050,2023-07-24,Delivered
O001630,C00670,2024-12-27,Delivered
O001631,C00389,2023-01-18,Shipped
O001632,C01110,2024-05-07,Delivered
O001633,C00248,2024-05-14,Delivered
O001634,C00217,2024-03-07,Delivered
O001635,C00356,2024-12-11,Delivered
O001636,C01340,2023-08-13,Delivered
O001637,C00798,2023-09-01,Delivered
O001638,C00451,2023-03-15,Delivered
O001639,C00571,2023-11-22,Cancelled
O001640,C00090,2023-07-20,Delivered
O001641,C00842,2023-09-07,Delivered
O001642,C01227,2024-09-25,Delivered
O001643,C01460,2024-11-04,Shipped
O001644,C00516,2023-05-26,Delivered
O001645,C00665,2023-10-20,Cancelled
O001646,C00796,2024-11-23,Cancelled
O001647,C01560,2023-02-25,Cancelled
O001648,C01199,2023-03-11,Delivered
O001649,C01047,2023-05-13,Cancelled
O001650,C00477,2024-02-24,Shipped
O001651,C00028,2023-04-19,Delivered
O001652,C01263,2024-12-01,Returned
O001653,C00633,2023-11-04,Delivered
O001654,C00878,2023-12-24,Returned
O001655,C01270,2023-07-08,Delivered
O001656,C00768,2023-12-02,Delivered
O001657,C00414,2024-04-10,Delivered
O001658,C00419,2024-06-13,Cancelled
O001659,C00488,2024-06-02,Cancelled
O001660,C00909,2024-02-20,Cancelled
O001661,C00275,2024-11-11,Delivered
O001662,C01319,2024-09-11,Returned
O001663,C00082,2024-06-25,Shipped
O001664,C01328,2023-02-26,Returned
O001665,C01538,2023-01-10,Delivered
O001666,C01501,2023-06-08,Delivered
O001667,C00497,2024-04-11,Delivered
O001668,C00111,2023-11-18,Cancelled
O001669,C01426,2023-10-08,Cancelled
O001670,C01246,2024-11-08,Returned
O001671,C01068,2024-11-13,Delivered
O001672,C00906,2024-11-06,Cancelled
O001673,C01007,2023-08-01,Delivered
O001674,C00107,2024-05-07,Cancelled
O001675,C00419,2023-07-05,Delivered
O001676,C01214,2023-05-03,Shipped
O001677,C00419,2023-05-27,Delivered
O001678,C00161,2023-09-17,Delivered
O001679,C00957,2023-11-24,Delivered
O001680,C01478,2024-09-06,Delivered
O001681,C00510,2023-04-08,Delivered
O001682,C01181,2024-06-10,Delivered
O001683,C00164,2023-12-21,Delivered
O001684,C00904,2023-07-13,Delivered
O001685,C01249,2023-12-17,Cancelled
O001686,C01558,2023-08-14,Delivered
O001687,C00041,2024-02-27,Returned
O001688,C00876,2023-11-13,Returned
O001689,C00615,2023-05-03,Shipped
O001690,C01489,2023-04-18,Delivered
O001691,C00780,2024-01-09,Delivered
O001692,C00929,2024-11-10,Delivered
O001693,C01152,2023-09-13,Shipped
O001694,C00148,2024-06-16,Delivered
O001695,C00962,2024-04-05,Delivered
O001696,C00389,2024-11-05,Delivered
O001697,C01026,2024-09-01,Cancelled
O001698,C00767,2024-01-24,Delivered
O001699,C00852,2024-04-13,Delivered
O001700,C00765,2024-11-24,Delivered
O001701,C01205,2023-10-16,Delivered
O001702,C00080,2023-08-14,Delivered
O001703,C00333,2023-01-13,Delivered
O001704,C00894,2024-09-25,Delivered
O001705,C01540,2024-08-25,Cancelled
O001706,C01001,2023-03-12,Cancelled
O001707,C00755,2024-02-23,Cancelled
O001708,C00790,2023-11-02,Delivered
O001709,C00506,2023-04-24,Delivered
O001710,C00071,2024-12-16,Returned
O001711,C01448,2023-06-12,Cancelled
O001712,C01429,2023-02-01,Cancelled
O001713,C00303,2024-02-21,Delivered
O001714,C01395,2024-06-20,Delivered
O001715,C01234,2023-01-09,Shipped
O001716,C00331,2024-04-22,Delivered
O001717,C00190,2024-01-04,Cancelled
O001718,C00788,2023-03-23,Delivered
O001719,C01062,2023-05-23,Delivered
O001720,C00340,2024-01-14,Returned
O001721,C01417,2023-08-14,Delivered
O001722,C01092,2024-11-17,Cancelled
O001723,C01201,2024-09-13,Delivered
O001724,C00843,2024-12-24,Returned
O001725,C00224,2023-07-24,Cancelled
O001726,C01591,2024-12-19,Returned
O001727,C00551,2023-11-12,Cancelled
O001728,C00816,2023-09-07,Cancelled
O001729,C00014,2023-02-10,Delivered
O001730,C01008,2023-02-27,Delivered
O001731,C00144,2024-05-04,Returned
O001732,C00856,2023-11-23,Shipped
O001733,C01341,2023-06-14,Delivered
O001734,C00883,2024-03-24,Delivered
O001735,C00276,2023-07-06,Delivered
O001736,C00373,2024-02-16,Shipped
O001737,C00121,2023-09-04,Cancelled
O001738,C01555,2024-09-06,Delivered
O001739,C00838,2024-09-09,Delivered
O001740,C01279,2023-12-21,Delivered
O001741,C01304,2023-09-28,Delivered
O001742,C00601,2023-09-03,Delivered
O001743,C00256,2024-08-13,Delivered
O001744,C00701,2023-08-03,Delivered
O001745,C00481,2023-06-19,Delivered
O001746,C01558,2023-03-16,Delivered
O001747,C00126,2023-11-01,Delivered
O001748,C00086,2023-12-25,Delivered
O001749,C01070,2024-10-07,Returned
O001750,C01560,2023-06-01,Delivered
O001751,C01551,2023-10-16,Delivered
O001752,C00880,2024-08-20,Delivered
O001753,C01397,2024-09-12,Delivered
O001754,C00776,2023-10-11,Shipped
O001755,C00730,2023-11-02,Returned
O001756,C00007,2023-08-11,Delivered
O001757,C01431,2024-11-28,Delivered
O001758,C00252,2023-04-24,Returned
O001759,C00573,2024-11-17,Cancelled
O001760,C00510,2024-04-25,Delivered
O001761,C01267,2023-12-15,Cancelled
O001762,C01055,2023-01-22,Delivered
O001763,C00385,2023-12-22,Delivered
O001764,C00035,2023-10-21,Cancelled
O001765,C00094,2023-05-12,Returned
O001766,C00667,2024-04-24,Cancelled
O001767,C00479,2024-12-15,Shipped
O001768,C00820,2024-01-16,Cancelled
O001769,C00167,2024-05-20,Delivered
O001770,C01349,2023-02-14,Returned
O001771,C01504,2023-11-23,Delivered
O001772,C01244,2023-04-10,Delivered
O001773,C00294,2024-03-23,Returned
O001774,C01172,2024-12-17,Returned
O001775,C01468,2024-04-28,Shipped
O001776,C00345,2023-02-02,Delivered
O001777,C01358,2023-09-04,Shipped
O001778,C00499,2024-01-08,Delivered
O001779,C01543,2023-10-06,Cancelled
O001780,C00184,2024-09-23,Delivered
O001781,C01466,2024-08-14,Delivered
O001782,C00669,2024-03-06,Delivered
O001783,C00575,2023-10-25,Delivered
O001784,C01374,2023-07-24,Delivered
O001785,C01298,2023-03-22,Cancelled
O001786,C00186,2023-09-16,Returned
O001787,C00459,2023-11-23,Shipped
O001788,C01231,2024-04-25,Delivered
O001789,C00773,2024-04-21,Cancelled
O001790,C00782,2023-02-24,Cancelled
O001791,C01151,2023-10-21,Returned
O001792,C00478,2023-05-14,Delivered
O001793,C00237,2023-05-09,Delivered
O001794,C00229,2024-09-03,Delivered
O001795,C01517,2023-02-11,Shipped
O001796,C01525,2023-11-07,Delivered
O001797,C00754,2023-05-19,Delivered
O001798,C00642,2024-11-28,Delivered
O001799,C00004,2024-01-19,Delivered
O001800,C01209,2023-06-02,Shipped
O001801,C00795,2023-12-07,Delivered
O001802,C01580,2024-06-11,Delivered
O001803,C01392,2024-12-26,Returned
O001804,C01065,2023-06-05,Cancelled
O001805,C01210,2024-11-20,Delivered
O001806,C00810,2024-11-04,Delivered
O001807,C00944,2024-11-18,Delivered
O001808,C00608,2024-03-05,Returned
O001809,C01024,2024-03-08,Cancelled
O001810,C00302,2023-10-15,Shipped
O001811,C00299,2024-06-10,Cancelled
O001812,C01440,2023-12-22,Delivered
O001813,C00656,2024-04-20,Delivered
O001814,C01411,2023-11-17,Delivered
O001815,C01447,2024-06-09,Shipped
O001816,C01293,2024-09-16,Returned
O001817,C00121,2023-04-07,Returned
O001818,C00313,2024-09-11,Returned
O001819,C01501,2024-01-23,Returned
O001820,C01435,2024-10-08,Cancelled
O001821,C00367,2023-11-02,Returned
O001822,C01490,2023-10-16,Delivered
O001823,C01351,2024-11-10,Returned
O001824,C00045,2023-07-06,Shipped
O001825,C00692,2024-10-13,Delivered
O001826,C00714,2023-12-22,Returned
O001827,C00801,2023-12-13,Delivered
O001828,C01489,2023-08-17,Delivered
O001829,C01427,2024-02-10,Delivered
O001830,C01123,2023-08-23,Delivered
O001831,C01454,2023-02-04,Delivered
O001832,C01341,2023-07-15,Delivered
O001833,C00905,2023-01-19,Cancelled
O001834,C00597,2024-12-16,Delivered
O001835,C00447,2024-12-07,Returned
O001836,C00019,2023-10-24,Delivered
O001837,C01179,2024-06-24,Delivered
O001838,C00875,2023-09-22,Cancelled
O001839,C00345,2024-04-27,Delivered
O001840,C00729,2024-08-04,Delivered
O001841,C00108,2024-12-06,Delivered
O001842,C00889,2023-10-17,Delivered
O001843,C01480,2024-07-21,Delivered
O001844,C00494,2023-07-08,Delivered
O001845,C00620,2024-12-16,Cancelled
O001846,C01337,2023-01-20,Cancelled
O001847,C01589,2024-02-13,Cancelled
O001848,C01374,2024-04-26,Cancelled
O001849,C01593,2024-05-03,Delivered
O001850,C00564,2023-04-28,Cancelled
O001851,C00912,2024-12-21,Delivered
O001852,C00239,2023-05-01,Delivered
O001853,C01002,2024-03-04,Cancelled
O001854,C01044,2023-06-22,Delivered
O001855,C01202,2023-08-01,Shipped
O001856,C00983,2024-01-19,Delivered
O001857,C01527,2023-11-23,Delivered
O001858,C00371,2023-05-26,Delivered
O001859,C01321,2023-05-16,Cancelled
O001860,C01171,2023-11-14,Delivered
O001861,C00667,2024-06-04,Delivered
O001862,C01101,2024-11-23,Delivered
O001863,C01099,2023-03-13,Returned
O001864,C01001,2023-10-26,Delivered
O001865,C01198,2023-03-17,Shipped
O001866,C00255,2023-01-23,Returned
O001867,C00425,2024-04-25,Cancelled
O001868,C00371,2024-02-04,Returned
O001869,C01424,2023-05-20,Delivered
O001870,C00644,2023-06-01,Delivered
O001871,C00423,2023-01-02,Cancelled
O001872,C00180,2024-09-06,Shipped
O001873,C01543,2024-12-09,Delivered
O001874,C00256,2023-04-03,Shipped
O001875,C01115,2023-06-10,Delivered
O001876,C01348,2024-10-14,Delivered
O001877,C00616,2024-11-08,Delivered
O001878,C00601,2023-11-17,Cancelled
O001879,C01424,2023-02-18,Delivered
O001880,C01242,2023-02-17,Shipped
O001881,C00430,2024-02-17,Cancelled
O001882,C01358,2023-10-04,Returned
O001883,C00386,2023-01-02,Delivered
O001884,C00441,2024-02-10,Delivered
O001885,C01131,2023-01-20,Delivered
O001886,C00736,2024-07-19,Delivered
O001887,C01494,2023-08-05,Shipped
O001888,C00153,2023-02-14,Shipped
O001889,C00534,2024-02-09,Delivered
O001890,C00820,2023-10-21,Delivered
O001891,C00521,2024-12-03,Cancelled
O001892,C00294,2024-01-14,Shipped
O001893,C00145,2023-07-07,Cancelled
O001894,C00552,2024-05-24,Cancelled
O001895,C01323,2023-07-23,Delivered
O001896,C00763,2024-11-23,Shipped
O001897,C01327,2023-10-22,Returned
O001898,C01239,2024-01-17,Delivered
O001899,C00315,2023-02-14,Delivered
O001900,C00889,2023-11-26,Delivered
O001901,C01237,2024-09-01,Delivered
O001902,C00554,2024-08-03,Delivered
O001903,C00226,2023-06-18,Cancelled
O001904,C00834,2023-06-18,Delivered
O001905,C01312,2024-09-11,Delivered
O001906,C00684,2024-11-12,Returned
O001907,C00561,2023-03-09,Delivered
O001908,C00773,2023-11-04,Delivered
O001909,C00216,2023-09-13,Returned
O001910,C00360,2024-10-04,Shipped
O001911,C00628,2023-03-24,Shipped
O001912,C00196,2023-06-27,Shipped
O001913,C01435,2024-06-12,Shipped
O001914,C00578,2023-02-28,Shipped
O001915,C00099,2023-12-09,Delivered
O001916,C01540,2023-11-11,Delivered
O001917,C00707,2023-09-06,Returned
O001918,C01389,2023-10-24,Returned
O001919,C01218,2023-12-18,Returned
O001920,C00977,2023-05-13,Shipped
O001921,C00020,2024-02-05,Cancelled
O001922,C00319,2024-08-17,Cancelled
O001923,C00293,2024-06-05,Delivered
O001924,C00109,2023-04-19,Cancelled
O001925,C00759,2023-04-21,Cancelled
O001926,C01389,2023-07-25,Shipped
O001927,C01448,2023-09-14,Delivered
O001928,C00899,2023-10-06,Delivered
O001929,C00960,2024-04-26,Shipped
O001930,C00565,2023-02-10,Delivered
O001931,C00469,2023-01-17,Delivered
O001932,C00626,2023-10-21,Delivered
O001933,C00641,2024-05-25,Returned
O001934,C00163,2023-06-03,Delivered
O001935,C00492,2024-03-24,Delivered
O001936,C01179,2023-07-06,Delivered
O001937,C01523,2024-11-03,Delivered
O001938,C01010,2024-11-18,Returned
O001939,C00022,2023-08-28,Delivered
O001940,C01497,2023-06-22,Delivered
O001941,C01055,2023-11-16,Cancelled
O001942,C00256,2023-06-22,Delivered
O001943,C01263,2024-04-01,Delivered
O001944,C01528,2024-09-27,Delivered
O001945,C00871,2024-04-23,Cancelled
O001946,C01536,2024-09-18,Delivered
O001947,C01514,2023-10-08,Cancelled
O001948,C01401,2023-05-27,Shipped
O001949,C01244,2024-06-02,Delivered
O001950,C01382,2023-09-06,Returned
O001951,C00461,2024-04-17,Delivered
O001952,C00752,2023-07-03,Returned
O001953,C00105,2023-03-05,Delivered
O001954,C00777,2024-12-16,Delivered
O001955,C00232,2023-05-12,Delivered
O001956,C00512,2024-12-22,Returned
O001957,C01570,2024-12-18,Returned
O001958,C00595,2024-07-04,Delivered
O001959,C00602,2024-04-16,Delivered
O001960,C00005,2024-02-07,Cancelled
O001961,C01165,2024-10-21,Delivered
O001962,C00625,2023-07-07,Cancelled
O001963,C00073,2023-11-17,Delivered
O001964,C00729,2024-03-20,Delivered
O001965,C00725,2023-11-20,Delivered
O001966,C01480,2023-11-01,Delivered
O001967,C00019,2023-08-13,Delivered
O001968,C01008,2024-01-14,Delivered
O001969,C01084,2024-10-03,Shipped
O001970,C00842,2023-06-05,Delivered
O001971,C00015,2024-11-16,Delivered
O001972,C01345,2024-05-25,Delivered
O001973,C00964,2024-09-08,Delivered
O001974,C00613,2024-01-12,Delivered
O001975,C00374,2024-07-14,Shipped
O001976,C00332,2023-01-26,Delivered
O001977,C01531,2024-09-12,Delivered
O001978,C00736,2023-02-01,Returned
O001979,C00407,2024-11-23,Delivered
O001980,C00584,2024-12-07,Delivered
O001981,C00809,2023-08-05,Delivered
O001982,C00408,2023-06-24,Delivered
O001983,C00545,2024-06-22,Delivered
O001984,C01002,2023-07-14,Shipped
O001985,C01397,2024-10-16,Cancelled
O001986,C01566,2023-03-05,Returned
O001987,C01487,2023-04-13,Cancelled
O001988,C00797,2024-12-27,Delivered
O001989,C00221,2024-04-04,Returned
O001990,C00259,2024-10-01,Delivered
O001991,C01025,2023-08-12,Delivered
O001992,C01402,2024-04-25,Delivered
O001993,C01390,2024-02-02,Returned
O001994,C00880,2024-02-11,Shipped
O001995,C00017,2024-04-24,Delivered
O001996,C00593,2024-02-16,Delivered
O001997,C01559,2023-11-16,Delivered
O001998,C01494,2023-07-08,Shipped
O001999,C00511,2024-06-06,Delivered
O002000,C01436,2023-06-25,Delivered
O002001,C00879,2024-05-22,Delivered
O002002,C00212,2023-06-16,Cancelled
O002003,C01029,2024-03-24,Shipped
O002004,C00387,2024-06-06,Returned
O002005,C00470,2023-06-19,Delivered
O002006,C00079,2023-02-05,Delivered
O002007,C00409,2023-04-07,Delivered
O002008,C00105,2024-02-28,Delivered
O002009,C01076,2024-10-14,Delivered
O002010,C01298,2023-02-23,Delivered
O002011,C00689,2024-06-08,Delivered
O002012,C00126,2023-09-16,Shipped
O002013,C01319,2023-12-14,Delivered
O002014,C00226,2024-11-10,Delivered
O002015,C00575,2023-09-12,Delivered
O002016,C00857,2023-11-23,Delivered
O002017,C00373,2023-01-11,Delivered
O002018,C00107,2023-03-01,Cancelled
O002019,C00659,2023-07-24,Delivered
O002020,C00967,2023-01-10,Delivered
O002021,C00883,2024-03-20,Delivered
O002022,C01007,2023-11-09,Delivered
O002023,C00624,2024-01-11,Delivered
O002024,C01371,2023-05-04,Delivered
O002025,C01131,2023-08-22,Returned
O002026,C00267,2024-04-28,Delivered
O002027,C01519,2024-12-12,Returned
O002028,C01522,2023-02-12,Returned
O002029,C01084,2024-11-19,Shipped
O002030,C00566,2024-02-12,Delivered
O002031,C00218,2024-01-19,Delivered
O002032,C01233,2023-12-21,Delivered
O002033,C01341,2023-02-02,Returned
O002034,C00396,2023-03-07,Cancelled
O002035,C00154,2024-02-15,Shipped
O002036,C01486,2023-09-20,Delivered
O002037,C00414,2024-11-25,Shipped
O002038,C00315,2023-10-24,Delivered
O002039,C00857,2023-04-05,Shipped
O002040,C00518,2024-05-23,Returned
O002041,C00750,2023-08-28,Delivered
O002042,C01470,2023-12-21,Delivered
O002043,C00139,2024-05-14,Delivered
O002044,C01073,2024-11-14,Shipped
O002045,C00045,2024-07-26,Delivered
O002046,C00562,2024-04-20,Cancelled
O002047,C00094,2024-04-05,Shipped
O002048,C01421,2024-12-02,Delivered
O002049,C00815,2023-08-24,Delivered
O002050,C00897,2023-01-22,Returned
O002051,C01152,2023-07-17,Returned
O002052,C01244,2023-06-13,Delivered
O002053,C00377,2024-04-07,Delivered
O002054,C01427,2024-03-06,Delivered
O002055,C01051,2024-02-26,Delivered
O002056,C01450,2023-01-17,Cancelled
O002057,C00531,2024-06-17,Delivered
O002058,C01451,2023-08-28,Delivered
O002059,C00244,2024-04-18,Delivered
O002060,C00094,2024-01-08,Shipped
O002061,C00598,2023-09-08,Delivered
O002062,C00569,2023-04-21,Delivered
O002063,C00106,2023-03-09,Cancelled
O002064,C00431,2024-09-08,Shipped
O002065,C00003,2024-11-04,Cancelled
O002066,C01296,2024-04-12,Shipped
O002067,C00665,2023-03-12,Delivered
O002068,C00274,2023-10-23,Delivered
O002069,C00604,2024-06-20,Delivered
O002070,C01282,2024-07-02,Returned
O002071,C00729,2023-04-01,Delivered
O002072,C00573,2023-01-24,Delivered
O002073,C00033,2024-05-09,Shipped
O002074,C01195,2023-09-22,Delivered
O002075,C01410,2023-07-24,Delivered
O002076,C00423,2023-01-21,Returned
O002077,C00665,2024-01-15,Delivered
O002078,C01192,2024-10-07,Cancelled
O002079,C01542,2024-12-26,Delivered
O002080,C00914,2024-01-05,Delivered
O002081,C01488,2023-12-24,Delivered
O002082,C00372,2023-03-12,Delivered
O002083,C00361,2024-01-06,Delivered
O002084,C01494,2023-10-19,Delivered
O002085,C00578,2024-02-21,Delivered
O002086,C00334,2023-10-10,Delivered
O002087,C00808,2023-06-27,Cancelled
O002088,C00385,2023-03-20,Delivered
O002089,C00148,2023-08-05,Delivered
O002090,C01489,2023-03-08,Returned
O002091,C00025,2023-05-26,Shipped
O002092,C00774,2024-12-04,Delivered
O002093,C00226,2023-11-01,Returned
